medal,beer_name,brewery,city,state,category,year,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
Gold,The Big O,O'so Brewing,Plover,WI,American-Style Wheat Beer With Yeast,2015,44.413942,-89.565507,1,place,,,,,Plover,WI,Portage County,54467,US,TIGER/Line® dataset from the US Census Bureau
Silver,WeldWerks Hefeweizen,WeldWerks Brewing Co.,Greeley,CO,American-Style Wheat Beer With Yeast,2015,40.384991,-104.680631,1,place,,,,,Greeley,CO,Weld County,80631,US,TIGER/Line® dataset from the US Census Bureau
Gold,Cobaltic Porter,Bottle Logic Brewing,Anaheim,CA,Baltic-Style Porter,2015,33.844983,-117.952151,1,place,,,,,Anaheim,CA,Orange County,92801,US,TIGER/Line® dataset from the US Census Bureau
Silver,Double Porter,Bemidji Brewing Co.,Bemidji,MN,Baltic-Style Porter,2015,47.571964,-94.801272,1,place,,,,,Bemidji,MN,Beltrami County,56601,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Duck-Rabbit Baltic Porter,Duck-Rabbit Craft Brewery,Farmville,NC,Baltic-Style Porter,2015,35.59544,-77.58525,1,place,,,,,Farmville,NC,Pitt County,27828,US,TIGER/Line® dataset from the US Census Bureau
Gold,Fat Hog,Ritual Brewing Co.,Redlands,CA,Barley Wine-Style Ale,2015,34.011935,-117.159696,1,place,,,,,Redlands,CA,San Bernardino County,92373,US,TIGER/Line® dataset from the US Census Bureau
Silver,Statik,Brewery Rickoli,Wheat Ridge,CO,Barley Wine-Style Ale,2015,39.776986,-105.108182,1,place,,,,,Wheat Ridge,CO,Jefferson County,80033,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Old Skook,Three Magnets Brewing,Olympia,WA,Barley Wine-Style Ale,2015,46.984767,-122.869079,1,place,,,,,Olympia,WA,Thurston County,98501,US,TIGER/Line® dataset from the US Census Bureau
Gold,Vintage Monks,Adelbert's Brewery,Austin,TX,Belgian- and French-Style Ale,2015,30.326374,-97.771258,1,place,,,,,Austin,TX,Travis County,73301,US,TIGER/Line® dataset from the US Census Bureau
Silver,Grisette,Sly Fox Brewing Co.,Pottstown,PA,Belgian- and French-Style Ale,2015,40.263457,-75.617195,1,place,,,,,Pottstown,PA,Montgomery County,19464,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Petite Classique,The Commons Brewery,Portland,OR,Belgian- and French-Style Ale,2015,45.507856,-122.690794,1,place,,,,,Portland,OR,Multnomah County,97201,US,TIGER/Line® dataset from the US Census Bureau
Gold,Bear Hair,Logboat Brewing Co.,Columbia,MO,Belgian-Style Blonde Ale or Pale Ale,2015,38.894165,-92.274145,1,place,,,,,Columbia,MO,Boone County,65201,US,TIGER/Line® dataset from the US Census Bureau
Silver,Bleek Worden,Prison City Brewing,Auburn,NY,Belgian-Style Blonde Ale or Pale Ale,2015,42.894381,-76.565683,1,place,,,,,Auburn,NY,Cayuga County,13021,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Belgian Style Pale Ale,Aardwolf Brewing Co.,Jacksonville,FL,Belgian-Style Blonde Ale or Pale Ale,2015,30.337538,-81.768622,1,place,,,,,Jacksonville,FL,Duval County,32099,US,TIGER/Line® dataset from the US Census Bureau
Gold,Sanitarium,Bier Brewery and Taproom,Indianapolis,IN,Belgian-Style Dubbel or Quadruple,2015,39.775092,-86.13216,1,place,,,,,Indianapolis,IN,Marion County,46201,US,TIGER/Line® dataset from the US Census Bureau
Silver,Dubbel Entendre,River's Edge Brewing Co.,Milford,MI,Belgian-Style Dubbel or Quadruple,2015,42.593161,-83.645451,1,place,,,,,Milford,MI,Oakland County,48380,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Qualified,Taxman Brewing Co.,Bargersville,IN,Belgian-Style Dubbel or Quadruple,2015,39.52088,-86.16777,1,place,,,,,Bargersville,IN,Johnson County,46106,US,TIGER/Line® dataset from the US Census Bureau
Silver,Kumquat Saison,Smog City Brewing,Torrance,CA,Belgian-Style Fruit Beer,2015,33.835665,-118.303805,1,place,,,,,Torrance,CA,Los Angeles County,90501,US,TIGER/Line® dataset from the US Census Bureau
Gold,"Turbulent Consequence, Peche",Block 15,Corvallis,OR,Belgian-Style Lambic or Sour Ale,2015,44.639931,-123.275969,1,place,,,,,Corvallis,OR,Benton County,97330,US,TIGER/Line® dataset from the US Census Bureau
Silver,Feral One,Firestone Walker Barrelworks,Buellton,CA,Belgian-Style Lambic or Sour Ale,2015,34.635927,-120.201469,1,place,,,,,Buellton,CA,Santa Barbara County,93427,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Viejo Rojo,Tahoe Mountain Brewing Co. - Truckee,Truckee,CA,Belgian-Style Lambic or Sour Ale,2015,39.3781,-120.186383,1,place,,,,,Truckee,CA,Nevada County,96160,US,TIGER/Line® dataset from the US Census Bureau
Gold,Wild West Tripel,Chicago Brewing Co. - NV,Las Vegas,NV,Belgian-Style Tripel,2015,36.17372,-115.10647,1,place,,,,,Las Vegas,NV,Clark County,89101,US,TIGER/Line® dataset from the US Census Bureau
Silver,Allagash Tripel,Allagash Brewing Co.,Portland,ME,Belgian-Style Tripel,2015,43.658784,-70.262393,1,place,,,,,Portland,ME,Cumberland County,4101,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Millennium Trippel,Church Brew Works - Lawrenceville Brewery,Pittsburgh,PA,Belgian-Style Tripel,2015,40.47441,-79.950968,1,place,,,,,Pittsburgh,PA,Allegheny County,15201,US,TIGER/Line® dataset from the US Census Bureau
Silver,White Rascal,Avery Brewing Co.,Boulder,CO,Belgian-Style Witbier,2015,40.049468,-105.201421,1,place,,,,,Boulder,CO,Boulder County,80301,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Optimal Wit,Port City Brewing Co.,Alexandria,VA,Belgian-Style Witbier,2015,38.819853,-77.059645,1,place,,,,,Alexandria,VA,Alexandria city,22301,US,TIGER/Line® dataset from the US Census Bureau
Silver,Rock Out with Maibock Out,Hailstorm Brewing Co.,Tinley Park,IL,Bock,2015,41.57337,-87.78449,1,place,,,,,Tinley Park,IL,Cook County,60477,US,TIGER/Line® dataset from the US Census Bureau
Gold,Shower Beer,Champion Brewing Co.,Charlottesville,VA,Bohemian-Style Pilsener,2015,38.026588,-78.48045,1,place,,,,,Charlottesville,VA,Charlottesville city,22902,US,TIGER/Line® dataset from the US Census Bureau
Silver,Bohemian Pilsner,von Trapp Brewing,Stowe,VT,Bohemian-Style Pilsener,2015,44.46533,-72.68456,1,place,,,,,Stowe,VT,Lamoille County,5672,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Peacemaker Pilsner,Pug Ryan's Brewing Co.,Dillon,CO,Bohemian-Style Pilsener,2015,39.595212,-105.974117,1,place,,,,,Dillon,CO,Summit County,80435,US,TIGER/Line® dataset from the US Census Bureau
Gold,(512) Wild Bear,(512) Brewing Co.,Austin,TX,Brett Beer,2015,30.326374,-97.771258,1,place,,,,,Austin,TX,Travis County,73301,US,TIGER/Line® dataset from the US Census Bureau
Silver,Red Swingline IPA Primitif,Trinity Brewing,Colorado Springs,CO,Brett Beer,2015,38.828893,-104.809929,1,place,,,,,Colorado Springs,CO,El Paso County,80903,US,TIGER/Line® dataset from the US Census Bureau
Bronze,2015 Golden Ale,New Glarus Brewing Co. - Hilltop,New Glarus,WI,Brett Beer,2015,42.816273,-89.651287,1,place,,,,,New Glarus,WI,Green County,53574,US,TIGER/Line® dataset from the US Census Bureau
Silver,Peter Brown Tribute Ale,Bear Republic Brewing Co. - Factory 5,Cloverdale,CA,Brown Porter,2015,38.823075,-123.063567,1,place,,,,,Cloverdale,CA,Sonoma County,95425,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Black Jack Porter,Left Hand Brewing Co.,Longmont,CO,Brown Porter,2015,40.164837,-105.103179,1,place,,,,,Longmont,CO,Boulder County,80501,US,TIGER/Line® dataset from the US Census Bureau
Silver,Heir Apparent,Lickinghole Creek Craft Brewery,Goochland,VA,Chili Beer,2015,37.725416,-77.995,1,place,,,,,Goochland,VA,Goochland County,23063,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Ballast Point Pale Ale with Serrano,Ballast Point Brewing & Spirits - Scripps Ranch,San Diego,CA,Chili Beer,2015,32.724103,-117.170912,1,place,,,,,San Diego,CA,San Diego County,92101,US,TIGER/Line® dataset from the US Census Bureau
Gold,The Velvet Hog,TAPS Fish House & Brewery - Corona,Corona,CA,Chocolate Beer,2015,33.752886,-116.055617,1,place,,,,,Corona,CA,Riverside County,91718,US,TIGER/Line® dataset from the US Census Bureau
Silver,El Toro Coco Chocolate Stout,El Toro Brewing Co.,Morgan Hill,CA,Chocolate Beer,2015,37.130238,-121.681557,1,place,,,,,Morganhill,CA,Santa Clara County,95037,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Wonka Bar,Mispillion River Brewing,Milford,DE,Chocolate Beer,2015,38.91261,-75.42797,1,place,,,,,Milford,DE,Sussex County,19963,US,TIGER/Line® dataset from the US Census Bureau
Gold,Mr. Kite's Pale Ale,Social Kitchen & Brewery,San Francisco,CA,Classic English-Style Pale Ale,2015,37.776646,-122.417481,1,place,,,,,San Francisco,CA,San Francisco County,94101,US,TIGER/Line® dataset from the US Census Bureau
Silver,India Pale Ale,Arcadia Brewing Co.,Kalamazoo,MI,Classic English-Style Pale Ale,2015,42.264543,-85.561545,1,place,,,,,Kalamazoo,MI,Kalamazoo County,49001,US,TIGER/Line® dataset from the US Census Bureau
Bronze,PBW Pale Ale,Paducah Beer Werks,Paducah,KY,Classic English-Style Pale Ale,2015,37.031586,-88.713292,1,place,,,,,Paducah,KY,McCracken County,42001,US,TIGER/Line® dataset from the US Census Bureau
Gold,Stearns Stout,Figueroa Mountain Brewing - Santa Barbara,Santa Barbara,CA,Classic Irish-Style Dry Stout,2015,34.421897,-119.707135,1,place,,,,,Santa Barbara,CA,Santa Barbara County,93101,US,TIGER/Line® dataset from the US Census Bureau
Silver,Dragoon's Dry Irish Stout,Moylan's Brewery & Restaurant,Novato,CA,Classic Irish-Style Dry Stout,2015,38.134068,-122.52719,1,place,,,,,Novato,CA,Marin County,94945,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Dry Stout,Reuben's Brews,Seattle,WA,Classic Irish-Style Dry Stout,2015,47.432251,-121.803388,1,place,,,,,Seattle,WA,King County,98060,US,TIGER/Line® dataset from the US Census Bureau
Gold,Zumbar Chocolate Coffee Imperial Stout,New English Brewing Co.,San Diego,CA,Coffee Beer,2015,32.724103,-117.170912,1,place,,,,,San Diego,CA,San Diego County,92101,US,TIGER/Line® dataset from the US Census Bureau
Silver,Mocha Machine,Beachwood BBQ & Brewing,Long Beach,CA,Coffee Beer,2015,33.804309,-118.200957,1,place,,,,,Long Beach,CA,Los Angeles County,90801,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Bacon and Eggs,Pizza Port Ocean Beach,San Diego,CA,Coffee Beer,2015,32.724103,-117.170912,1,place,,,,,San Diego,CA,San Diego County,92101,US,TIGER/Line® dataset from the US Census Bureau
Silver,Longboard Island Lager,Craft Brew Alliance - Kona Brewery,Kailua Kona,HI,Dortmunder or German-Style Oktoberfest,2015,19.75682,-155.919968,1,place,,,,,Kailua Kona,HI,Hawaii County,96740,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Helles Lager,Lucky Envelope Brewing,Seattle,WA,Dortmunder or German-Style Oktoberfest,2015,47.432251,-121.803388,1,place,,,,,Seattle,WA,King County,98060,US,TIGER/Line® dataset from the US Census Bureau
Gold,Bone Head Imperial Red,Fat Head's Brewery,Middleburg Heights,OH,Double Red Ale,2015,41.36144,-81.812912,0.8,place,,,,,Middleburg Heights,OH,Cuyahoga County,44130,US,TIGER/Line® dataset from the US Census Bureau
Silver,Toaster Pastry,21st Amendment Brewery,San Leandro,CA,Double Red Ale,2015,37.715629,-122.158621,1,place,,,,,San Leandro,CA,Alameda County,94577,US,TIGER/Line® dataset from the US Census Bureau
Bronze,GRAMBO,Pizza Port Solana Beach,Solana Beach,CA,Double Red Ale,2015,33.007075,-117.256769,1,place,,,,,Solana Beach,CA,San Diego County,92075,US,TIGER/Line® dataset from the US Census Bureau
Gold,Red Hydrant Ale,Big Dog's Brewing Co.,Las Vegas,NV,English-Style Brown Ale,2015,36.17372,-115.10647,1,place,,,,,Las Vegas,NV,Clark County,89101,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Rogue River Brown,"Rockford Brewing Co. - Rockford, Michigan",Rockford,MI,English-Style Brown Ale,2015,43.132429,-85.551631,1,place,,,,,Rockford,MI,Kent County,49341,US,TIGER/Line® dataset from the US Census Bureau
Gold,Shanghai'd IPA,Old Town Brewing,Portland,OR,English-Style India Pale Ale,2015,45.507856,-122.690794,1,place,,,,,Portland,OR,Multnomah County,97201,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Hammersmith IPA,Firestone Walker Brewing Co.,Paso Robles,CA,English-Style India Pale Ale,2015,35.640598,-120.700313,1,place,,,,,Paso Robles,CA,San Luis Obispo County,93446,US,TIGER/Line® dataset from the US Census Bureau
Gold,Mild,Brothers Craft Brewing,Harrisonburg,VA,English-Style Mild Ale,2015,38.422777,-78.877137,1,place,,,,,Harrisonburg,VA,Harrisonburg city,22801,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Mamoot,Logboat Brewing Co.,Columbia,MO,English-Style Mild Ale,2015,38.894165,-92.274145,1,place,,,,,Columbia,MO,Boone County,65201,US,TIGER/Line® dataset from the US Census Bureau
Gold,Beaverton Blonde,Golden Valley Brewery and Pub,McMinnville,OR,English-Style Summer Ale,2015,45.187444,-123.237145,1,place,,,,,McMinnville,OR,Yamhill County,97128,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Lonely Blonde,Fulton Beer,Minneapolis,MN,English-Style Summer Ale,2015,44.984577,-93.269097,1,place,,,,,Minneapolis,MN,Hennepin County,55401,US,TIGER/Line® dataset from the US Census Bureau
Gold,Gigi,Exile Brewing,Des Moines,IA,European-Style Dark/MC3=BCnchner Dunkel,2015,41.672687,-93.572173,1,place,,,,,Des Moines,IA,Polk County,50301,US,TIGER/Line® dataset from the US Census Bureau
Silver,Fearless Youth,Grimm Brothers Brewhouse,Loveland,CO,European-Style Dark/MC3=BCnchn=er Dunkel,2015,40.364469,-105.179966,1,place,,,,,Loveland,CO,Larimer County,80537,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Chuckanut Dunkel,Chuckanut Brewery,Bellingham,WA,European-Style Dark/M=C3=BCnchner Dunkel,2015,48.754092,-122.508129,1,place,,,,,Bellingham,WA,Whatcom County,98225,US,TIGER/Line® dataset from the US Census Bureau
Silver,Melt My Brain,Short's Brewing Co.,Elk Rapids,MI,Experimental Beer,2015,44.89556,-85.41646,1,place,,,,,Elk Rapids,MI,Antrim County,49629,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Ramjet,Black Project Spontaneous & Wild Ales,Denver,CO,Experimental Beer,2015,39.760189,-104.996553,1,place,,,,,Denver,CO,Denver County,80202,US,TIGER/Line® dataset from the US Census Bureau
Gold,"Fade to Black, Volume 1",Left Hand Brewing Co.,Longmont,CO,Export Stout,2015,40.164837,-105.103179,1,place,,,,,Longmont,CO,Boulder County,80501,US,TIGER/Line® dataset from the US Census Bureau
Gold,The Guilty Party,Gibb's Hundred Brewing Co.,Greensboro,NC,Extra Special Bitter,2015,36.069144,-79.765156,1,place,,,,,Greensboro,NC,Guilford County,27401,US,TIGER/Line® dataset from the US Census Bureau
Silver,14C2=B0 ESB,Bent Paddle Brewing Co.,Duluth,MN,Extra Special Bitter,2015,47.005566,-92.001934,1,place,,,,,Duluth,MN,St. Louis County,55801,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Red Fish,Flying Fish Brewing Co.,Somerdale,NJ,Extra Special Bitter,2015,39.844063,-75.022163,1,place,,,,,Somerdale,NJ,Camden County,8083,US,TIGER/Line® dataset from the US Census Bureau
Gold,"Beets, Rhymes and Life",Fonta Flora Brewery,Morganton,NC,Field Beer,2015,35.772992,-81.676229,1,place,,,,,Morganton,NC,Burke County,28655,US,TIGER/Line® dataset from the US Census Bureau
Silver,Window Seat Coconut Almond Porter,Baxter Brewing Co.,Auburn,ME,Field Beer,2015,44.087422,-70.243848,1,place,,,,,Auburn,ME,Androscoggin County,4210,US,TIGER/Line® dataset from the US Census Bureau
Gold,Siren's Lure,Fair Winds Brewing Co.,Lorton,VA,French- and Belgian-Style Saison,2015,38.692865,-77.204031,1,place,,,,,Lorton,VA,Fairfax County,22079,US,TIGER/Line® dataset from the US Census Bureau
Silver,Daily Wages,Brasserie Saint James,Reno,NV,French- and Belgian-Style Saison,2015,39.525749,-119.813051,1,place,,,,,Reno,NV,Washoe County,89501,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Saison,URBN St. Brewing Co.,El Cajon,CA,French- and Belgian-Style Saison,2015,32.776012,-116.880634,1,place,,,,,El Cajon,CA,San Diego County,92019,US,TIGER/Line® dataset from the US Census Bureau
Gold,Acequia IPA,Bosque Brewing Co.,Albuquerque,NM,Fresh or Wet Hop Ale,2015,35.199592,-106.644831,1,place,,,,,Albuquerque,NM,Bernalillo County,87101,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Melvin IPA,Melvin Brewing,Jackson,WY,Fresh or Wet Hop Ale,2015,43.452793,-110.739266,1,place,,,,,Jackson,WY,Teton County,83001,US,TIGER/Line® dataset from the US Census Bureau
Silver,"You're My Boy, Blue!",Brew Bus Brewing,Tampa,FL,Fruit Wheat Beer,2015,27.996097,-82.582035,1,place,,,,,Tampa,FL,Hillsborough County,33601,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Purple Line,Smylie Brothers Brewing Co.,Evanston,IL,Fruit Wheat Beer,2015,42.049148,-87.702155,1,place,,,,,Evanston,IL,Cook County,60201,US,TIGER/Line® dataset from the US Census Bureau
Gold,Copper Alt,Zipline Brewing Co.,Lincoln,NE,German-Style Altbier,2015,40.865142,-96.823133,1,place,,,,,Lincoln,NE,Lancaster County,68501,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Altbier,Liquid Mechanics Brewing Co.,Lafayette,CO,German-Style Altbier,2015,40.026334,-105.104899,1,place,,,,,Lafayette,CO,Boulder County,80026,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Hot for Teacher Ms. Doppelbock,Thr3e Wise Men Brewing Co.,Indianapolis,IN,German-Style Doppelbock or Eisbock,2015,39.775092,-86.13216,1,place,,,,,Indianapolis,IN,Marion County,46201,US,TIGER/Line® dataset from the US Census Bureau
Silver,Colorado KC3=B6lsch,Steamworks Brewing Co.,Durango,CO,German-Style KC3=B6lsch,2015,37.318364,-107.880367,1,place,,,,,Durango,CO,La Plata County,81301,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Friar Chuck,Black Bottle Brewery,Fort Collins,CO,German-Style KC3=B6lsch,2015,40.594597,-105.127416,1,place,,,,,Fort Collins,CO,Larimer County,80521,US,TIGER/Line® dataset from the US Census Bureau
Gold,Oktoberfest,Rahr & Sons Brewing Co.,Fort Worth,TX,German-Style MC3=A4rzen,2015,32.771419,-97.291484,1,place,,,,,Fort Worth,TX,Tarrant County,76101,US,TIGER/Line® dataset from the US Census Bureau
Silver,Antonius 1742 Oktoberfest,Thr3e Wise Men Brewing Co.,Indianapolis,IN,German-Style MC3=A4rzen,2015,39.775092,-86.13216,1,place,,,,,Indianapolis,IN,Marion County,46201,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Duck-Rabbit MC3=A4rzen,Duck-Rabbit Craft Brewery,Farmville,NC,German-Style MC3==A4rzen,2015,35.59544,-77.58525,1,place,,,,,Farmville,NC,Pitt County,27828,US,TIGER/Line® dataset from the US Census Bureau
Gold,Pivo,Firestone Walker Brewing Co.,Paso Robles,CA,German-Style Pilsener,2015,35.640598,-120.700313,1,place,,,,,Paso Robles,CA,San Luis Obispo County,93446,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Pilsner,Dry Dock Brewing Co.,Aurora,CO,German-Style Pilsener,2015,39.739249,-104.862881,1,place,,,,,Aurora,CO,Arapahoe County,80010,US,TIGER/Line® dataset from the US Census Bureau
Gold,Lobo Negro,Pedernales Brewing Co.,Fredericksburg,TX,German-Style Schwarzbier,2015,30.313385,-98.8936,1,place,,,,,Fredericksburg,TX,Gillespie County,78624,US,TIGER/Line® dataset from the US Census Bureau
Silver,Black Knight,Fat Head's Brewery - N. Olmstead,North Olmsted,OH,German-Style Schwarzbier,2015,41.417347,-81.922461,1,place,,,,,North Olmsted,OH,Cuyahoga County,44070,US,TIGER/Line® dataset from the US Census Bureau
Bronze,Eastside,Lakefront Brewery,Milwaukee,WI,German-Style Schwarzbier,2015,43.011264,-87.958409,1,place,,,,,Milwaukee,WI,Milwaukee County,53201,US,TIGER/Line® dataset from the US Census Bureau
